chairs,fragile,5462.1,63487.97,948.02
speakers,long-delivery,6289.41,81859.71,824.22
chairs,new-collection,4410.99,85869.15,757.33
oven,new-collection,5351.26,98495.96,948.98
kettle,long-delivery,8422.48,47967.8,905.01
lamp,free-delivery,9101.17,44897.61,890.6
fridge,long-delivery,6334,16517.25,246.72
chairs,long-delivery,7325.73,19208.91,816.83
boots,long-delivery,7411.3,60561.34,519.32
plant,fragile,9058.34,55601.46,579.45
shirt,new-collection,6017.09,52768.67,931.48
fridge,new-collection,9074.85,39550.53,67.2
speakers,new-collection,2220.57,96546.36,776.03
skirt,fragile,3544.42,34969.78,860.39
jeans,free-delivery,9525.25,91343.56,511.01
fridge,new-collection,3884.72,56132.25,308
shoes,free-delivery,8643.63,17793.91,895.1
oven,free-delivery,3566.11,66752.91,25.21
shirt,fragile,149.97,74369.34,350.7
drums,fragile,2621.94,66745.82,22.4
guitar,new-collection,3586.15,91438.11,18.91
chairs,new-collection,9263.42,10233.72,190.18
shoes,long-delivery,6790.75,5009.15,919.17
plant,long-delivery,6428.3,11011.1,871.72
carpet,long-delivery,2237.7,69903.76,81.29
coat,free-delivery,1816.44,97278.7,15.22
lamp,fragile,4617.79,30757.25,275.45
lamp,fragile,9600.8,34782.09,726.42
socks,new-collection,9818.41,40959.46,160.31
kettle,new-collection,4429.8,80399.61,215.36
shirt,new-collection,9159.48,50876.43,294.7
oven,long-delivery,2952.88,43384.93,268.1
jeans,fragile,7199.59,20326,669.89
microwave,long-delivery,9065.81,16796.24,103.11
blender,free-delivery,7513.23,25097.69,289.26
blender,fragile,1525.52,2698.02,353.57
cooking-kit,long-delivery,5144.18,90617.38,790.53
dress,fragile,9446.03,81230.23,495.87
drums,long-delivery,3049.18,73266.15,991.42
blender,new-collection,7848.78,3035.68,870.69
carpet,free-delivery,8748.34,77238.2,306.98
oven,fragile,5018.76,84972.1,181.86
lamp,long-delivery,6327.9,71716.59,124.36
jeans,fragile,4898.33,23950.08,721.91
charger,free-delivery,5307.24,22466.05,416.65
plant,fragile,5640.59,92451.89,30.73
drawing-kit,fragile,2617.04,97677.23,930.9
chairs,fragile,5277.56,93271.25,116.89
chairs,new-collection,4640.94,92674.59,54.22
shoes,new-collection,1193.37,51320.62,635.78
socks,free-delivery,1906.6,78480.87,801.72
dress,long-delivery,4173.33,700.59,77.78
table,long-delivery,2402.95,65656.85,204.11
microwave,long-delivery,6343.96,53183.28,440.16
drawing-kit,free-delivery,8118.72,61819.76,638.83
chairs,long-delivery,6658.02,17490.31,857.61
charger,free-delivery,8209.31,80567.68,971.12
fridge,fragile,9058.89,71236.29,809.41
blender,long-delivery,3727.57,39635.71,963.42
oven,long-delivery,4192.49,9626.48,989.33
drawing-kit,new-collection,3709.49,84937.47,112.28
kettle,long-delivery,2221.51,87267.98,261.27
speakers,free-delivery,1354.01,66831.98,944.85
charger,new-collection,6916.86,94017.36,975.43
headphones,long-delivery,1621.77,95167.48,926.54
skirt,free-delivery,3198.45,45133.47,415.53
dress,free-delivery,1809.22,93253.59,40.04
chairs,new-collection,5128.72,18587.39,762.07
sweater,long-delivery,6118.82,38061.23,669.21
toaster,fragile,9699.41,98349.97,709.13
oven,new-collection,651.84,44048.94,664.97
cooking-kit,fragile,9011.85,44119.19,8.58
boots,free-delivery,2002.78,28262.6,619.64
Vinyl-player,fragile,6916.38,86926.69,9.58
oven,free-delivery,6314.03,55993.89,66.9
dress,long-delivery,5178.38,58949.37,463.76
toaster,new-collection,7260.84,91500.15,409.79
chairs,free-delivery,1971.29,88510.56,391.18
Vinyl-player,long-delivery,2104.69,77236.31,584.71
jeans,new-collection,4987.94,98976.2,680.89
jeans,long-delivery,139.01,16435.09,298.61
coat,fragile,1391.99,14308.13,185.85
shoes,long-delivery,3582.13,87332.86,853.1
drawing-kit,fragile,4551.76,9047.53,835.83
toaster,fragile,7356.83,54915.38,343.06
drums,long-delivery,4496.35,70289.61,685.06
lamp,fragile,7795.31,95120.93,475.44
boots,new-collection,498.95,27250.92,126.85
shoes,long-delivery,8149.55,17157.5,411.94
shoes,long-delivery,2880.33,68944.37,637.3
drums,long-delivery,4226.91,88964.79,751.4
carpet,long-delivery,9637.54,37194.68,379.03
fridge,new-collection,2554.39,72948.29,914.74
shirt,new-collection,9261.24,46565.38,896.81
shoes,long-delivery,7970.62,38612.35,862.7
cooking-kit,free-delivery,1358.73,36641.15,841.47
blender,fragile,2592.13,32643.84,681.12
blender,new-collection,1109.35,71439,931.7
oven,free-delivery,9773.58,88578.01,386.43
jeans,new-collection,8932.34,23307.39,799.41
oven,fragile,7648.53,71009.51,8.78
headphones,long-delivery,1465.58,96759.73,492.8
jeans,long-delivery,5608.7,94966.59,682.4
table,free-delivery,3231.06,13625.91,482.57
skirt,long-delivery,8434.8,34337.23,445.92
toaster,free-delivery,4031.64,75222.07,451.62
drums,new-collection,3440.87,13292.71,49.36
headphones,new-collection,1896.52,83441.01,645.71
chairs,long-delivery,4979.3,51748.24,668.91
drawing-kit,long-delivery,2665.19,95536.1,533.1
shirt,new-collection,3525.57,35965.73,526.09
drums,free-delivery,6951.86,39521.27,458.29
table,free-delivery,4611.29,41214.99,76.58
carpet,free-delivery,8507.53,42353.07,219.02
coat,free-delivery,1891.46,41522.74,741.07
lamp,free-delivery,1494.68,89629.7,353.32
oven,long-delivery,2993.58,70785.95,78.45
toaster,new-collection,3395.02,79885.25,616.74
cooking-kit,free-delivery,2298.57,53626,320.79
table,fragile,7356.42,64000.51,624.36
boots,new-collection,7383.09,77280.51,65.53
microwave,new-collection,9409.24,13622.47,12.34
drums,new-collection,6544.26,34926.85,81.46
toaster,long-delivery,2945.64,7847.87,245.17
jeans,fragile,30.67,63638.26,645.09
socks,free-delivery,21.79,20480.63,139.81
guitar,long-delivery,8192.91,68575.4,963.54
drawing-kit,free-delivery,8906.53,88934.89,199.59
coat,fragile,5789.91,48163.21,453.15
coat,free-delivery,2876.35,96046.44,768.33
microwave,free-delivery,1214.45,99032.46,594.72
speakers,fragile,3288.16,50123.14,454.7
skirt,free-delivery,728.71,42245.01,343.71
cooking-kit,new-collection,7223.71,26282.55,413.81
plant,free-delivery,6446.51,90442.2,959.65
lamp,new-collection,8580.42,68754.31,322.3
dress,free-delivery,7919.58,45199.04,130.76
shirt,long-delivery,4610.77,66622.21,328.53
plant,fragile,2575.63,53824.99,671.18
table,free-delivery,383.59,86066.31,977.41
coat,free-delivery,1997.11,13863.34,615.32
carpet,new-collection,933.04,10680.07,783.7
kettle,long-delivery,899.69,55895.45,523.27
chairs,long-delivery,7069.95,116.85,457.61
toaster,free-delivery,4638.69,14305.69,600.36
shoes,new-collection,6930.55,29884.69,199.9
charger,new-collection,7604.4,30007.09,694.37
sweater,free-delivery,8405.46,73555.02,245.05
kettle,long-delivery,6916.44,25046.59,316.49
guitar,long-delivery,9986.43,89414.42,26.02
drums,free-delivery,2259.1,21905.83,139.55
Vinyl-player,free-delivery,9564.88,13406.97,532.63
oven,new-collection,7343.88,73824.29,842.39
lamp,new-collection,7988.21,6573.52,105.5
toaster,new-collection,400.4,83187.43,904.29
kettle,fragile,297.4,98546.55,903.36
headphones,new-collection,5729.78,44829.41,351.28
speakers,fragile,755.34,36080.34,96.7
cooking-kit,free-delivery,6758.84,80375.57,371.72
table,new-collection,2376.17,90208.91,927.6
cooking-kit,fragile,4580.38,41332.27,507.36
chairs,free-delivery,2671.29,44962.79,757.36
microwave,long-delivery,854.15,35505.72,455.2
drums,fragile,230.14,72301.71,368.69
Vinyl-player,free-delivery,4628.81,80817.31,407.06
carpet,new-collection,6518.89,54506.31,78.91
coat,new-collection,1617.87,92968.18,157.9
drums,long-delivery,2481.69,54042.91,590.25
charger,free-delivery,5116.58,72820.27,647.55
kettle,long-delivery,8756.9,50699.49,180.01
blender,new-collection,7253.58,82852.32,825.54
carpet,free-delivery,788.11,88847.56,153.31
coat,new-collection,8273.99,69383.38,682.96
blender,new-collection,8927.38,53629.56,6.11
carpet,free-delivery,5333.21,81899.71,836.68
kettle,new-collection,6285.17,30644.49,354.23
sweater,new-collection,6844.16,95286.02,204.62
guitar,long-delivery,9930.99,11639.16,865.85
sweater,fragile,3714.26,5686.93,786.5
carpet,fragile,5335.95,24019.37,43.09
coat,fragile,3715.9,23560.76,292.44
socks,free-delivery,6834.6,64700.01,898.85
shoes,fragile,5510.71,83263.51,73.9
coat,new-collection,6413.67,82501.44,480.83
kettle,new-collection,6593.95,50193.59,148.65
dress,long-delivery,8722.45,22524.58,985.45
cooking-kit,free-delivery,2245.97,19382.85,288.25
drums,long-delivery,5536.88,69276.68,549.03
guitar,long-delivery,870.63,67746.76,389.05
plant,long-delivery,5685,63611.8,206.69
headphones,new-collection,2387.83,1442.83,193.16
speakers,free-delivery,7835.71,98570.07,961.39
shirt,free-delivery,9650.82,32872.03,61.05
Vinyl-player,new-collection,2928.03,307.04,17.46
shirt,fragile,3270.39,13906.3,14.21
headphones,new-collection,7550.9,42158.25,320.81
oven,new-collection,4868.87,57524.06,284.52
shoes,fragile,4975.81,11584.33,123.28
oven,long-delivery,5197.13,24310.37,134.51
shirt,fragile,6367.46,91453.63,523.87
lamp,free-delivery,5799.98,59989.42,827.76
shirt,long-delivery,3640.3,38887.83,423.9
toaster,long-delivery,6370.87,83626.81,183.21
shirt,new-collection,5927.82,55677.68,541.97
chairs,fragile,6000.81,70953.59,830.77
skirt,new-collection,8230.79,65770.21,396.9
lamp,new-collection,849.11,79515.93,226.87
carpet,fragile,2509,854.08,941.97
headphones,long-delivery,4228.87,66989.87,507.32
microwave,new-collection,2068.47,96395,707.81
shirt,free-delivery,3847.36,42603.38,451.26
kettle,long-delivery,785.94,67438.94,117.7
drawing-kit,fragile,9394.16,47613.5,655.91
blender,long-delivery,1180.42,15263.35,444.81
oven,long-delivery,3916.82,13678.19,326.69
plant,long-delivery,8592.01,69065.12,685.38
coat,new-collection,7212.94,22805.35,976.02
microwave,free-delivery,2242.7,41903.45,867.35
toaster,new-collection,4987.93,82148.49,228.78
socks,free-delivery,4084.06,1258.57,85.75
blender,long-delivery,6688.89,72320.59,793.24
speakers,long-delivery,3721.78,46867.33,110.69
microwave,new-collection,5623.79,20164.13,208.42
kettle,new-collection,7726.5,51274.17,276.24
headphones,free-delivery,3704.07,18136.04,734.26
microwave,free-delivery,4512.17,89912.47,544.13
shirt,free-delivery,9729.53,7641.03,674.05
charger,free-delivery,88.07,12713.27,442.32
lamp,free-delivery,4194.71,65221.96,971.01
kettle,fragile,133.27,18491.23,845.19
microwave,long-delivery,242.08,24231.4,676.83
speakers,fragile,3131.08,5660.91,965.18
sweater,long-delivery,3725.02,78985.75,503.39
sweater,new-collection,2715.93,19267.8,504.75
sweater,free-delivery,6936.54,65696.89,517.98
microwave,new-collection,4136.45,84594.59,792.05
drums,fragile,3035.5,97903.66,318.99
kettle,new-collection,4788.45,46067.87,722.12
oven,long-delivery,3824.51,3640.16,118.73
Vinyl-player,new-collection,1624.25,1058.48,26.48
drawing-kit,new-collection,6983.99,2216.02,744.92
coat,new-collection,9388.8,73501.68,884.91
headphones,new-collection,9417.81,17880.59,440.18
table,long-delivery,6693.41,42643.27,313.93
socks,long-delivery,9152.7,30213.4,154.33
carpet,long-delivery,2676.2,76574.45,690.21
coat,free-delivery,5649.19,84992.25,994.14
plant,free-delivery,4979.68,5054.41,70.97
cooking-kit,long-delivery,1201.39,18480.05,812.4
speakers,long-delivery,3574.31,39932.22,436.97
drawing-kit,free-delivery,7863.26,28836.67,658.92
shoes,new-collection,7889.83,42792.4,63.66
charger,long-delivery,3648.95,31018.81,699.9
chairs,free-delivery,303.44,97708.95,791.67
lamp,long-delivery,95.84,17681.44,467.41
drawing-kit,free-delivery,176.58,79277.44,37.66
guitar,free-delivery,7064.78,25654.16,622.72
cooking-kit,fragile,9992.39,66742.82,307.74
chairs,new-collection,7441.36,35512.65,776.41
carpet,free-delivery,8472.49,67787.59,590.99
boots,free-delivery,3283.33,25429.16,612.42
shoes,long-delivery,5869.8,13604.11,611.93
shirt,long-delivery,8395.08,39513.15,379.82
Vinyl-player,new-collection,6145.27,43947.95,160.46
kettle,new-collection,8053.94,14260.7,435.77
shoes,new-collection,9339.34,49013.12,94.35
shoes,long-delivery,2972.28,56092.64,57.17
lamp,free-delivery,860.71,10802.43,167.3
shoes,long-delivery,1849.78,31332.83,194.44
kettle,free-delivery,9384.5,60664.43,72.44
drums,long-delivery,8458.29,51281.51,443.82
blender,fragile,8755.83,89880.17,531.23
jeans,free-delivery,7388.03,31748.17,874.32
toaster,fragile,1319.38,56728.42,729.92
toaster,new-collection,3217.64,70636.55,566.93
skirt,long-delivery,1348.32,53038.44,103.28
oven,long-delivery,748.59,80082.93,439.92
fridge,fragile,8300.64,66284.63,999.13
drums,fragile,5530.33,72877.96,602.08
guitar,new-collection,6429.31,33099.65,134.44
table,free-delivery,7294.61,63844.46,450.28
socks,free-delivery,4764.12,98396.75,393.32
oven,free-delivery,2038.63,18313.32,168.68
fridge,long-delivery,4462.01,74581.17,467.33
boots,new-collection,681.59,62545.33,5.31
dress,new-collection,5293.18,32377.87,612.04
table,free-delivery,2020.73,95871.26,432.73
lamp,long-delivery,4388.8,12192.01,429.11
lamp,free-delivery,2050.16,70589.5,974.47
lamp,free-delivery,1187.92,87539.4,532.72
lamp,fragile,3813.12,90318.84,395.53
shoes,free-delivery,653.91,44332.88,928.3
socks,new-collection,8456.6,69008.68,376.21
drums,long-delivery,4881.3,43798.43,359.37
plant,long-delivery,6135.24,74059.06,881.92
headphones,free-delivery,2066.37,27647.06,457.26
guitar,free-delivery,7957.9,5815.7,742.26
sweater,free-delivery,8471.85,18698.37,39.66
socks,new-collection,4555.31,80066.74,829.71
coat,long-delivery,8566.99,28937.12,96.78
charger,free-delivery,8036.19,87963.91,295.31
carpet,new-collection,4470.07,81944.82,697.27
speakers,free-delivery,8788.12,46647.36,688.54
kettle,new-collection,8249.29,58971.88,356.7
lamp,long-delivery,7203.96,13709.35,636.11
speakers,free-delivery,4152.53,99873.55,689.88
dress,new-collection,5004.76,25071.37,853.93
sweater,free-delivery,5835.08,68469.74,148.02
guitar,fragile,9989.94,16145,75.02
microwave,fragile,1106.65,99777.43,399.3
sweater,fragile,8619.76,16362.02,776.73
microwave,new-collection,2994.62,8425.61,562.4
toaster,long-delivery,3143.21,52959.12,828.94
Vinyl-player,long-delivery,105.59,81903.12,293.96
boots,free-delivery,1147.92,52329.67,917.08
skirt,fragile,7596.4,60103.44,419.16
fridge,new-collection,3081.15,11609.5,190.56
boots,free-delivery,1471.29,93931.21,925.16
speakers,long-delivery,8954.39,50037.66,519.44
blender,fragile,152.41,94568.11,112.29
fridge,long-delivery,5051.89,75348.5,513.79
kettle,fragile,9655.95,20921.26,46.93
Vinyl-player,long-delivery,8677.45,9284.74,939.61
kettle,fragile,8410.3,18943.39,869.79
drums,fragile,8476.4,18140.16,964.62
cooking-kit,new-collection,5288.72,56283.51,366.58
speakers,fragile,9981.15,13006.55,454.97
carpet,free-delivery,3784.08,23222.56,116.79
fridge,fragile,9144.5,58391.31,746.88
sweater,free-delivery,4230.78,4404.51,826.66
drawing-kit,long-delivery,6927.62,64218.76,450.32
skirt,fragile,1912.17,24959.04,986.49
shirt,new-collection,2346.24,9965.72,631.95
oven,long-delivery,9202.95,17274.07,578.45
fridge,free-delivery,228.24,20778.45,216.58
kettle,fragile,4059.42,67103.29,780.76
blender,free-delivery,3712.77,62866.97,418.71
microwave,free-delivery,198.29,96834.07,568.11
plant,long-delivery,8907.05,70071.66,736.12
kettle,new-collection,5147.03,26962.05,231.27
toaster,long-delivery,9287.53,21258.03,560.58
speakers,fragile,6701.85,7991.22,677.39
shirt,free-delivery,5142.8,19313.46,25.78
skirt,fragile,1316.63,22362.82,628.91
sweater,free-delivery,8785.03,62794.85,137.15
dress,long-delivery,188.95,54589.68,520.32
carpet,new-collection,3597.83,13982.55,728.64
skirt,long-delivery,1233.22,64072.05,568.94
guitar,fragile,5738.36,47612.86,127.64
socks,fragile,7029.84,73718.97,410.84
drums,long-delivery,3041.89,79721.6,628.55
speakers,fragile,549.26,35125.34,553.96
jeans,long-delivery,2152.75,34951.45,630.63
microwave,free-delivery,5478.23,49741.14,696.38
dress,fragile,1020.29,67533.37,362.05
table,free-delivery,4616.26,48259.62,334.47
sweater,free-delivery,6109.37,68061.55,326.88
socks,new-collection,2531.56,63787.81,549.35
headphones,long-delivery,4166.29,78390.14,803.83
drums,new-collection,2824.27,87409.4,879.34
fridge,free-delivery,446.14,45741.58,533.47
table,fragile,749.25,32696.97,233.01
toaster,long-delivery,3950.83,40962.15,47.92
headphones,new-collection,8855.87,15169.89,58.43
Vinyl-player,new-collection,7406.14,86901.37,943.82
headphones,new-collection,9034.61,1096.78,358.12
carpet,free-delivery,2212.1,24653.93,379.59
toaster,long-delivery,6189.71,23542.65,247.25
microwave,fragile,5464.99,46257.99,810.8
jeans,long-delivery,6608.37,62861.87,294.59
drawing-kit,new-collection,5812.08,53789.73,142.88
sweater,free-delivery,4423,91503.98,349.62
headphones,new-collection,5967.94,33549.03,965.24
headphones,fragile,1326.1,6686.62,281.49
shoes,fragile,8265.63,59382.41,448.01
microwave,long-delivery,4375.6,18425.35,48.98
shoes,free-delivery,5586.85,76331.61,153.71
drawing-kit,free-delivery,9405.91,91439.75,217.77
shoes,new-collection,2500.18,31799.28,900.62
dress,new-collection,9131.34,52517.65,189.49
shirt,new-collection,8486.72,9637.46,615.78
fridge,new-collection,7009.44,7896.53,990.78
blender,new-collection,808.9,61486.83,679.36
dress,new-collection,828.65,86127.74,526.34
carpet,free-delivery,5124.29,93642.91,309.46
table,free-delivery,4836.71,71835.95,338.19
carpet,fragile,9668.77,34144.32,202.52
oven,long-delivery,4396.94,41305.15,837.19
shoes,fragile,542.25,71991.69,219.54
fridge,free-delivery,2139.91,12048.53,783.48
Vinyl-player,new-collection,9176.42,37187.35,968.49
Vinyl-player,new-collection,3192.78,52385.93,384.15
oven,new-collection,6059.96,65300.55,322.86
oven,long-delivery,568.74,12611.58,238.48
blender,free-delivery,8512.99,64905.25,667.68
drawing-kit,fragile,3214.3,59273.52,689.88
table,long-delivery,1841.4,36900.41,640.89
dress,fragile,1025.65,29428.33,637.18
drums,long-delivery,1116.82,54607.76,946.75
coat,new-collection,3805.32,71294.07,697.14
microwave,fragile,9190.01,80216.25,712.23
table,new-collection,7112.02,29852.44,195.93
kettle,fragile,7045.32,63998.73,567.45
speakers,long-delivery,8943.37,5223.52,441.8
table,long-delivery,8922.73,13040.98,685.49
socks,fragile,9993.34,88246.61,339.3
jeans,free-delivery,5189.8,56681.62,447.19
Vinyl-player,fragile,33.95,430.53,441.36
boots,fragile,965.03,24603.64,812.54
Vinyl-player,fragile,4924.02,85740.96,926.47
skirt,new-collection,2563.54,86253.73,107.68
cooking-kit,fragile,2481.86,19985.11,828.54
shoes,fragile,8385.38,33964.13,554.27
socks,new-collection,2839.37,81272.69,457.05
coat,free-delivery,3975.07,53962.95,762.56
shoes,free-delivery,4150.57,41881.96,764.91
drums,fragile,8962.53,47078.62,560.81
dress,new-collection,4644.89,26711.22,873.76
headphones,new-collection,5260.93,19651.29,212.84
drawing-kit,fragile,2780.58,35469.2,992.68
coat,free-delivery,2999.46,36682.22,777.47
drawing-kit,free-delivery,4473.89,42553.03,529.51
cooking-kit,new-collection,1621.69,55633.62,540.68
fridge,free-delivery,4625.31,4969.67,557.89
shirt,long-delivery,4408.27,40281.92,711.02
speakers,long-delivery,2477.7,25889.44,576.71
table,new-collection,9450.72,29095.2,827.96
sweater,long-delivery,7637.04,43594.75,898.74
shirt,new-collection,4370.22,34266.45,88.9
drums,long-delivery,8976.53,15113.64,466.05
fridge,long-delivery,1341.53,69790.81,191.16
cooking-kit,fragile,9878.77,96270.05,584.72
fridge,long-delivery,1695.87,43217.6,636.55
skirt,free-delivery,1592.75,54108.44,371.2
dress,free-delivery,8293.52,45419.04,562.66
plant,fragile,6321.69,30247.92,976.87
dress,free-delivery,9329.03,91885.25,467.51
plant,free-delivery,521.56,66382.79,840.48
toaster,new-collection,6736.18,33497.49,564.82
socks,free-delivery,431.83,39146.12,575.54
drums,long-delivery,8186.19,36147.29,67.79
jeans,fragile,2576.64,90928.94,228.65
coat,fragile,9730.25,66530.36,564.9
jeans,fragile,2400.9,83445.43,782.37
skirt,long-delivery,107.28,55781.95,182.19
fridge,long-delivery,9100.45,69308,343.62
sweater,long-delivery,5142.26,93517.76,944.16
charger,long-delivery,4450.62,27247.38,388.59
cooking-kit,fragile,3691.63,59001.5,219.63
kettle,fragile,3890.3,65051.38,279.03
kettle,new-collection,6740.61,76458.43,249.65
speakers,fragile,2503.15,55021.82,342.98
socks,free-delivery,4893.12,7766,851.73
carpet,free-delivery,6012.43,56609.8,198.21
kettle,new-collection,427.82,46500.9,502.27
headphones,long-delivery,2641.79,11874.99,779.53
shirt,fragile,4566,56298.33,286.21
boots,long-delivery,8961.69,43029.79,479.75
cooking-kit,fragile,7581.7,9538.81,511.18
Vinyl-player,fragile,4366.89,49761.57,629.22
fridge,long-delivery,5492.33,58415.01,995.14
blender,long-delivery,9648.4,77925.71,296.4
blender,long-delivery,6429.88,14713.96,668.23
boots,new-collection,840.35,22664.93,872.31
sweater,new-collection,4683.99,70561.56,982.93
headphones,fragile,7946.12,93679.87,449.38
carpet,fragile,6642.4,4261.23,691.42
cooking-kit,long-delivery,2930.19,45781.95,411.25
kettle,free-delivery,9920.47,1675.58,412.61
carpet,fragile,5372.12,72946.14,964.41
dress,fragile,7031.33,34702.19,601.16
microwave,long-delivery,4305.49,98806.97,46.86
charger,free-delivery,8133.15,35172.24,85.55
dress,new-collection,4779.74,99078.92,84.02
sweater,free-delivery,7521.96,56463.8,442.43
Vinyl-player,long-delivery,2094.42,22124.45,741.24
lamp,fragile,5155.64,1226.31,278.68
coat,fragile,8022.02,81173.42,723.64
microwave,long-delivery,5099.22,39155.25,477.42
drums,fragile,3898.63,13341.07,274.6
guitar,fragile,5167.47,32415.49,629.89
skirt,new-collection,2692.45,70594.21,950.35
cooking-kit,new-collection,6277.41,51677.19,97.19
shoes,fragile,4837.25,37871.95,808.08
coat,new-collection,4129.62,83030.51,464.39
speakers,fragile,5184.12,30420.56,624.73
dress,new-collection,6878.22,26481.93,423.08
toaster,fragile,4546.25,43081.04,126.66
speakers,long-delivery,8335.33,25.03,754.77
drums,fragile,5288.58,9978.13,462.15
table,free-delivery,9785.26,3641.77,480.63
speakers,new-collection,1238.01,8071.57,403.4
drums,fragile,7670.67,24067.85,846.89
shoes,free-delivery,8355.04,41396.93,354.34
headphones,fragile,6692.93,67543.07,339.31
jeans,free-delivery,5824.92,17406.62,66.33
